AGLOMERADO,PROVINCIA,ITF,IPCF,PONDIH
13,14,1572361,786180.5,594
13,14,1600000,800000,743
13,14,2222367,1111183.5,591
13,14,4500000,1500000,1260
13,14,1060000,530000,1080
13,14,3250000,1625000,1624
13,14,2260000,452000,1493
13,14,800000,800000,1490
13,14,3835000,1278333.33,1200
13,14,2080000,693333.33,1644
13,14,3630000,605000,1028
13,14,1550000,775000,1080
13,14,1700000,566666.67,652
13,14,860000,215000,757
13,14,0,0,0
13,14,1744084,581361.33,618
13,14,859844,286614.67,558
13,14,580361,290180.5,429
13,14,957275,319091.67,608
13,14,3050000,1525000,704
13,14,800000,400000,534
13,14,1400000,466666.67,487
13,14,1930000,482500,927
13,14,0,0,0
13,14,9600000,3200000,751
13,14,6200000,1550000,801
13,14,0,0,815
13,14,1356000,678000,651
13,14,500000,125000,747
13,14,1120000,560000,649
13,14,1474294,737147,673
13,14,2933294,733323.5,974
13,14,2942000,980666.67,776
13,14,5450000,1090000,639
13,14,900000,450000,767
13,14,3600000,900000,665
13,14,1977800,659266.67,826
13,14,1194912,238982.4,777
13,14,2870000,956666.67,1047
13,14,2160000,540000,1513
13,14,5800000,1160000,1511
13,14,4000000,1333333.33,1368
13,14,0,0,0
13,14,1730000,346000,706
13,14,1125000,1125000,728
13,14,2400000,800000,849
13,14,1710850,427712.5,860
13,14,1700350,850175,902
13,14,980000,490000,940
13,14,2020000,505000,658
13,14,740000,370000,763
13,14,1800000,600000,869
13,14,1350000,337500,533
13,14,2250000,2250000,649
13,14,1000000,1000000,916
13,14,1200000,240000,746
13,14,0,0,0
13,14,900000,450000,614
13,14,500000,500000,523
13,14,979000,979000,854
13,14,1350000,1350000,898
13,14,1700000,340000,1100
13,14,4000000,4000000,908
13,14,780000,260000,889
13,14,510000,510000,766
13,14,4500000,1125000,992
13,14,0,0,0
13,14,1215000,405000,617
13,14,568000,568000,868
13,14,1165000,1165000,828
13,14,830000,276666.67,651
13,14,850000,850000,580
13,14,2200000,2200000,902
13,14,579294,579294,808
13,14,800000,800000,850
13,14,400000,400000,638
13,14,4350000,2175000,680
13,14,5500000,1375000,818
13,14,370000,370000,791
13,14,0,0,832
13,14,0,0,0
13,14,1059762,264940.5,822
13,14,2379000,1189500,679
13,14,980000,326666.67,709
13,14,5500000,1375000,808
13,14,0,0,0
13,14,0,0,0
13,14,3900000,1950000,679
13,14,1505000,1505000,936
13,14,0,0,0
13,14,2380157,793385.67,723
13,14,3450000,575000,826
13,14,1068000,267000,833
13,14,1940000,970000,715
13,14,1427000,713500,756
13,14,1057836,211567.2,751
13,14,1085000,271250,701
13,14,907136,226784,710
13,14,1280000,256000,592
13,14,1350000,450000,748
13,14,730000,243333.33,866
13,14,2850000,950000,794
13,14,1000000,1000000,851
13,14,2200000,733333.33,906
13,14,1779000,889500,909
13,14,1620000,540000,581
13,14,0,0,0
13,14,0,0,0
13,14,2373603,474720.6,886
13,14,1459000,364750,754
13,14,1100000,366666.67,1000
13,14,1400000,1400000,680
13,14,1100000,1100000,972
13,14,1214144,242828.8,877
13,14,994000,165666.67,672
13,14,1342162,335540.5,745
13,14,2390000,398333.33,712
13,14,1128000,564000,644
13,14,250000,250000,791
13,14,2250000,450000,795
13,14,763862,127310.33,887
13,14,2750000,916666.67,788
13,14,1830000,915000,1032
13,14,2458462,409743.67,836
13,14,0,0,0
13,14,0,0,0
13,14,2525000,1262500,879
13,14,900000,900000,919
13,14,400000,400000,683
13,14,1950000,975000,895
13,14,524000,524000,863
13,14,0,0,0
13,14,2089844,696614.67,865
13,14,825000,825000,353
13,14,739850,184962.5,704
13,14,283850,141925,640
13,14,2170862,434172.4,694
13,14,2250000,2250000,704
13,14,5523850,920641.67,740
13,14,300000,300000,677
13,14,1230600,246120,550
13,14,600000,600000,661
13,14,0,0,0
13,14,757500,189375,956
13,14,1750000,583333.33,1135
13,14,2659762,531952.4,1186
13,14,379000,379000,729
13,14,679000,679000,1286
13,14,6800000,1360000,1058
13,14,2000000,2000000,747
13,14,430000,430000,961
13,14,330000,165000,824
13,14,2800000,560000,837
13,14,71300000,17825000,1
13,14,2300000,1150000,906
13,14,0,0,0
13,14,1758000,586000,1021
13,14,3900000,780000,1130
13,14,0,0,0
13,14,1700000,1700000,794
13,14,4520000,904000,1265
13,14,3700000,740000,1324
13,14,6000000,2000000,1520
13,14,500000,166666.67,1176
13,14,4500000,1125000,1122
13,14,435000,217500,710
13,14,0,0,0
13,14,780000,780000,745
13,14,2400000,600000,1163
13,14,3050000,1525000,909
13,14,1935000,967500,686
13,14,1540000,770000,756
13,14,1353000,451000,1189
13,14,2000000,500000,1329
13,14,2350000,1175000,1247
13,14,1653000,1653000,970
13,14,1206000,603000,1243
13,14,0,0,0
13,14,916000,458000,827
13,14,0,0,0
13,14,4200000,1050000,1456
13,14,1800000,1800000,1228
13,14,0,0,0
13,14,2361286,393547.67,778
13,14,379000,379000,837
13,14,479294,479294,887
13,14,1855648,309274.67,662
13,14,379000,379000,599
13,14,800000,800000,936
13,14,758000,379000,684
13,14,1009760,252440,971
13,14,1790000,447500,819
36,14,755000,251666.67,484
36,14,100000,100000,423
36,14,2050000,2050000,444
36,14,0,0,0
36,14,680000,680000,474
36,14,300000,300000,446
36,14,4880000,1626666.67,205
36,14,1300000,1300000,162
36,14,3300000,825000,423
36,14,3490000,872500,331
36,14,4650000,1162500,401
36,14,4700000,1566666.67,308
36,14,1090000,363333.33,203
36,14,0,0,119
36,14,490000,245000,120
36,14,472000,236000,152
36,14,1250000,312500,239
36,14,1029000,514500,156
36,14,1300000,260000,310
36,14,2048000,682666.67,153
36,14,1800000,900000,173
36,14,570000,570000,178
36,14,1323000,330750,156
36,14,4250000,1062500,174
36,14,0,0,0
36,14,4000000,1000000,214
36,14,6000000,1500000,204
36,14,4500000,2250000,143
36,14,0,0,0
36,14,0,0,0
36,14,2400000,2400000,181
36,14,1706000,568666.67,162
36,14,3452000,1726000,161
36,14,418000,418000,115
36,14,549000,549000,155
36,14,1052000,526000,159
36,14,2750000,1375000,148
36,14,1300000,1300000,115
36,14,2800000,1400000,95
36,14,1126000,563000,133
36,14,2465000,821666.67,121
36,14,1514000,504666.67,176
36,14,1300000,650000,115
36,14,400000,200000,133
36,14,486000,162000,160
36,14,0,0,0
36,14,5934000,2967000,127
36,14,769000,153800,234
36,14,434000,217000,155
36,14,0,0,108
36,14,0,0,0
36,14,2100000,1050000,131
36,14,0,0,0
36,14,0,0,0
36,14,1694000,847000,115
36,14,2850000,950000,140
36,14,4200000,840000,268
36,14,1856000,618666.67,185
36,14,400000,400000,126
36,14,1348000,674000,112
36,14,1200000,1200000,94
36,14,1210000,605000,110
36,14,550500,275250,115
36,14,0,0,0
36,14,688000,229333.33,192
36,14,0,0,0
36,14,374000,374000,130
36,14,1845000,922500,251
36,14,0,0,0
36,14,0,0,0
36,14,790000,790000,118
36,14,490000,490000,125
36,14,606000,151500,196
36,14,1500000,1500000,137
36,14,370000,370000,122
36,14,1392000,464000,134
36,14,4540000,908000,193
36,14,1690000,845000,121
36,14,2840000,473333.33,227
36,14,2050000,683333.33,125
36,14,914000,914000,164
36,14,695000,695000,165
36,14,5900000,1966666.67,166
36,14,2510000,836666.67,207
36,14,4030000,1007500,193
36,14,5500000,1833333.33,157
36,14,1900000,950000,142
36,14,374000,374000,156
36,14,771000,385500,147
36,14,180000,90000,113
36,14,374000,374000,151
36,14,3634000,908500,219
36,14,0,0,239
36,14,592000,592000,219
36,14,524000,524000,206
36,14,2000000,666666.67,228
36,14,2000000,2000000,249
36,14,1000000,500000,224
36,14,1300000,1300000,206
36,14,480000,480000,240
36,14,1050000,1050000,163
36,14,400000,400000,205
36,14,550000,275000,170
36,14,2100000,2100000,114
36,14,1429000,1429000,143
36,14,600000,600000,205
36,14,2500000,2500000,177
36,14,1350000,1350000,177
36,14,3230000,807500,264
36,14,580000,580000,153
36,14,0,0,0
36,14,1700000,850000,165
36,14,1500000,500000,343
36,14,1420000,355000,321
36,14,3000000,1500000,156
36,14,1000000,500000,214
36,14,400000,400000,178
36,14,2400000,2400000,135
36,14,3800000,1266666.67,205
36,14,1054000,1054000,127
36,14,2600000,1300000,176
36,14,1700000,850000,176
36,14,1900000,475000,231
36,14,1010000,1010000,96
36,14,4800000,1200000,165
36,14,1900000,950000,169
36,14,2000000,666666.67,220
36,14,0,0,0
36,14,2600000,1300000,252
36,14,1054000,527000,155
36,14,0,0,0
36,14,1204000,1204000,150
36,14,1134000,567000,153
36,14,1420000,710000,125
36,14,0,0,0
36,14,1900000,950000,131
36,14,5000000,1666666.67,148
36,14,600000,600000,193
36,14,900000,900000,194
36,14,3500000,1750000,148
36,14,3380000,3380000,115
36,14,2430000,405000,281
36,14,2100000,1050000,183
36,14,1300000,433333.33,168
36,14,2100000,700000,240
36,14,700000,700000,168
36,14,1200000,1200000,178
36,14,1020000,510000,141
36,14,2260000,1130000,134
36,14,390000,390000,135
36,14,1700000,850000,139
36,14,790000,395000,144
36,14,1154000,1154000,137
36,14,798000,798000,138
36,14,1180000,590000,156
36,14,1800000,600000,207
36,14,0,0,0
36,14,2005000,501250,207
36,14,700000,233333.33,298
36,14,3000000,1500000,356
36,14,355000,355000,176
36,14,910000,455000,182
36,14,3090000,1545000,144
36,14,6100000,1525000,200
36,14,2490000,830000,214
36,14,505000,252500,148
36,14,0,0,0
36,14,5150000,1287500,253
36,14,5272000,1054400,164
36,14,3202000,640400,155
36,14,0,0,0
36,14,2000000,2000000,160
36,14,1600000,533333.33,156
36,14,1422000,711000,145
36,14,1054000,1054000,157
36,14,515000,515000,158
36,14,2150000,1075000,144
36,14,0,0,0
36,14,335000,335000,200
36,14,0,0,0
36,14,3350000,837500,269
36,14,0,0,166
36,14,1500000,500000,162
36,14,2491000,1245500,160
36,14,10000000,5000000,118
36,14,0,0,0
36,14,630000,630000,128
36,14,810000,202500,193
36,14,592000,592000,136
36,14,1060000,212000,173
36,14,1266000,180857.14,228
36,14,299000,149500,123
36,14,875936,218984,262
36,14,800000,200000,187
36,14,1003000,250750,191
36,14,1110000,277500,245
36,14,650000,325000,128
36,14,740000,370000,128
36,14,0,0,139
36,14,730000,146000,178
36,14,1160000,386666.67,151
36,14,750000,187500,266
36,14,1698000,566000,133
36,14,320000,320000,154
36,14,0,0,0
36,14,1500000,1500000,150
36,14,320000,106666.67,198
36,14,540000,180000,242
36,14,2300000,575000,197
36,14,870000,290000,195
36,14,685000,342500,117
36,14,150000,150000,151
36,14,2330000,582500,134
36,14,720000,360000,119
36,14,930000,310000,236
36,14,1571000,523666.67,207
36,14,3300000,660000,123
36,14,270000,270000,86
36,14,1000000,1000000,141
36,14,1400000,700000,145
36,14,1618000,539333.33,116
36,14,1978000,395600,227
36,14,1040000,208000,243
36,14,874000,291333.33,135
36,14,1700000,425000,208
36,14,1168000,194666.67,252
36,14,1800000,1800000,159
36,14,1729850,288308.33,224
36,14,1800000,600000,261
36,14,350000,175000,132
36,14,0,0,0
36,14,350000,70000,295
36,14,740000,148000,146
36,14,1320000,440000,168
36,14,850000,850000,155
36,14,700000,233333.33,245
36,14,2400000,2400000,176
36,14,4805000,2402500,161
36,14,1900000,950000,182
36,14,4350000,2175000,184
36,14,1050000,1050000,172
36,14,2110000,1055000,195
36,14,1950000,650000,211
36,14,2950000,983333.33,199
36,14,1010000,505000,255
36,14,1470000,1470000,209
36,14,2305000,1152500,168
36,14,585000,585000,171
36,14,900000,900000,164
36,14,630000,630000,160
36,14,900000,900000,110
36,14,0,0,0
36,14,150000,150000,160
36,14,1850000,370000,163
36,14,500000,500000,107
36,14,2500000,1250000,150
36,14,0,0,0
36,14,350000,350000,186
36,14,0,0,0
36,14,100000,50000,389
36,14,1400000,700000,418
36,14,428000,428000,399
36,14,600000,600000,395
36,14,0,0,0
36,14,2000000,2000000,186
36,14,1250000,416666.67,303
36,14,0,0,0
36,14,2050000,1025000,204
36,14,8370000,2790000,204
36,14,1290000,1290000,138
36,14,750000,750000,164
36,14,5000000,5000000,164
36,14,2150000,1075000,131
36,14,3200000,1600000,137
36,14,2300000,2300000,105
36,14,800000,800000,422
36,14,800000,800000,341
36,14,735000,735000,396
36,14,2850000,712500,494
36,14,370000,370000,282
36,14,2150000,716666.67,437
36,14,2020000,1010000,310
36,14,685000,685000,396
36,14,1500000,1500000,197
36,14,945000,472500,206
36,14,1850000,925000,291
36,14,3000000,1500000,262
36,14,675000,675000,150
36,14,0,0,0
36,14,1200000,600000,264
36,14,1300000,433333.33,336
36,14,0,0,0
36,14,0,0,0
36,14,0,0,0
36,14,3500000,1750000,187
36,14,2900000,725000,342
36,14,3069000,1023000,222
36,14,3200000,800000,364
36,14,628000,209333.33,190
36,14,3450000,1725000,241
36,14,2100000,2100000,185
36,14,2500000,833333.33,207
36,14,2400000,2400000,142
36,14,4900000,2450000,191
36,14,600000,300000,125
36,14,1448000,289600,158
36,14,1900000,475000,252
36,14,533000,133250,177
36,14,0,0,0
36,14,800000,800000,156
36,14,1448000,206857.14,284
36,14,600000,600000,156
36,14,0,0,0
36,14,2850000,1425000,166
36,14,812000,812000,181
36,14,1500000,1500000,137
36,14,0,0,0
36,14,1289000,644500,190
36,14,1434250,358562.5,244
36,14,980000,980000,134
36,14,1525000,508333.33,207
36,14,500000,250000,135
36,14,4090000,1363333.33,160
36,14,1340000,1340000,140
36,14,3550000,1775000,136
36,14,1218000,609000,217
36,14,1380000,690000,204
36,14,3550000,591666.67,282
36,14,1090000,545000,158
36,14,4200000,2100000,170
36,14,1630000,815000,137
36,14,1630000,815000,158
36,14,0,0,0
36,14,0,0,0
36,14,3000000,3000000,204
36,14,6000000,3000000,202
36,14,9170000,4585000,188
36,14,2700000,1350000,286
36,14,550000,550000,172
36,14,500000,500000,171
36,14,3500000,1750000,155
36,14,1700000,850000,206
36,14,0,0,0
36,14,2950000,737500,245
36,14,1900000,950000,177
36,14,750000,750000,165
36,14,0,0,0
36,14,1000000,1000000,204
36,14,0,0,0
36,14,4500000,4500000,156
36,14,0,0,0
36,14,1186000,593000,140
36,14,1500000,1500000,164
36,14,1400000,1400000,107
36,14,1300000,1300000,160
36,14,4350000,2175000,161
36,14,2675000,2675000,152
36,14,2000000,2000000,164
36,14,2250000,1125000,142
36,14,3500000,1750000,153
36,14,3000000,1500000,136
36,14,1330000,665000,141
36,14,2000000,2000000,106
36,14,270000,270000,158
36,14,0,0,0
36,14,1700000,850000,192
36,14,3480000,1160000,123
36,14,1080000,540000,125
36,14,2644000,1322000,150
36,14,2265000,755000,272
36,14,2890000,722500,204
36,14,6370000,1592500,173
36,14,638000,212666.67,130
36,14,1400000,1400000,163
36,14,1350000,1350000,133
36,14,435000,435000,179
36,14,1800000,1800000,105
36,14,890000,890000,134
36,14,2100000,700000,158
36,14,1900000,950000,131
36,14,1362000,454000,140
36,14,1850000,616666.67,210
36,14,1910000,636666.67,124
36,14,3650000,912500,214
36,14,685000,228333.33,198
36,14,1010000,505000,133
36,14,700000,175000,249
36,14,1850000,616666.67,256
36,14,2019848,1009924,133
36,14,2200000,550000,221
36,14,940000,313333.33,235
36,14,1250000,625000,153
36,14,1800000,1800000,174
36,14,0,0,0
36,14,750000,250000,292
36,14,1283000,641500,132
36,14,2500000,833333.33,208
36,14,2500000,416666.67,170
36,14,0,0,0
36,14,1204000,1204000,138
36,14,1150000,287500,275
36,14,1244000,1244000,138
36,14,600000,300000,133
36,14,4584000,573000,260
36,14,1614000,807000,127
36,14,384000,384000,138
36,14,1684000,842000,144
36,14,1784000,356800,163
36,14,2141000,356833.33,222
36,14,1700000,425000,268
36,14,920000,920000,144
36,14,1076000,1076000,209
36,14,1290000,645000,150
36,14,1004000,502000,163
36,14,2200000,1100000,184
36,14,450000,450000,122
36,14,1514000,757000,175
36,14,2564000,512800,203
36,14,2600000,866666.67,232
36,14,960000,480000,134
36,14,1350000,450000,169
36,14,1500000,1500000,183
36,14,850000,283333.33,303
36,14,600000,600000,224
36,14,2040000,680000,299
36,14,2500000,416666.67,249
36,14,2700000,540000,249
36,14,0,0,0
36,14,1370000,342500,187
36,14,2710000,451666.67,157
36,14,1915000,1915000,86
36,14,2000000,1000000,112
36,14,0,0,0
36,14,1000000,1000000,86
36,14,600000,300000,110
36,14,1450000,1450000,120
36,14,6290000,1258000,149
36,14,2374000,1187000,113
36,14,370000,370000,119
12,18,0,0,0
12,18,1589500,397375,979
12,18,1200000,1200000,643
12,18,1330000,665000,773
12,18,2000000,2000000,618
12,18,2700000,900000,955
12,18,1990000,663333.33,315
12,18,1600000,533333.33,443
12,18,2615000,1307500,481
12,18,3354000,1118000,403
12,18,1577084,788542,412
12,18,1250000,1250000,398
12,18,1500000,1500000,303
12,18,900000,900000,510
12,18,3500000,1166666.67,964
12,18,286506,286506,242
12,18,1884305,628101.67,254
12,18,2764305,552861,342
12,18,547696,109539.2,364
12,18,1084305,361435,297
12,18,1207000,402333.33,412
12,18,1364116,341029,308
12,18,1052000,526000,315
12,18,225000,225000,331
12,18,1800000,900000,230
12,18,2176000,1088000,315
12,18,779000,779000,413
12,18,604000,151000,320
12,18,1749000,583000,373
12,18,2379295,396549.17,412
12,18,160000,160000,506
12,18,370000,370000,245
12,18,498000,99600,798
12,18,1500000,187500,612
12,18,945936,236484,613
12,18,365599,121866.33,640
12,18,1256450,251290,624
12,18,1020599,340199.67,509
12,18,1070000,267500,529
12,18,629752,157438,352
12,18,379000,379000,387
12,18,417294,208647,351
12,18,379295,379295,231
12,18,979000,326333.33,368
12,18,205000,68333.33,295
12,18,450000,112500,539
12,18,700000,350000,344
12,18,400000,400000,278
12,18,490000,490000,572
12,18,680000,680000,821
12,18,1952000,650666.67,283
12,18,1650000,825000,628
12,18,650000,650000,225
12,18,900000,900000,353
12,18,1900000,633333.33,325
12,18,600000,300000,359
12,18,3000000,1500000,273
12,18,600000,600000,220
12,18,900000,180000,375
12,18,800000,200000,466
12,18,570811,285405.5,298
12,18,770000,385000,354
12,18,1100000,550000,254
12,18,1900000,950000,303
12,18,964723,482361.5,223
12,18,1480000,296000,547
12,18,700000,350000,584
12,18,550000,550000,391
12,18,3177084,635416.8,319
12,18,1150000,575000,315
12,18,379000,379000,403
12,18,836000,418000,431
12,18,1980000,660000,310
12,18,1450000,725000,304
12,18,650000,650000,403
12,18,2470000,1235000,217
12,18,900000,900000,241
12,18,1650000,330000,514
12,18,1250000,312500,609
12,18,449000,449000,271
12,18,701000,350500,357
12,18,450000,450000,271
12,18,950000,475000,295
12,18,3059959,764989.75,298
12,18,1781000,356200,350
12,18,2034000,678000,287
12,18,2300000,766666.67,379
12,18,600000,600000,368
12,18,910453,303484.33,319
12,18,2000000,400000,816
12,18,1300000,325000,852
12,18,800000,400000,964
12,18,489475,122368.75,1042
12,18,856000,214000,755
12,18,501450,100290,1107
12,18,977475,325825,998
12,18,1051450,262862.5,1117
12,18,1560000,520000,288
12,18,1970000,492500,303
12,18,930000,310000,401
12,18,1280000,256000,414
12,18,3000000,750000,427
12,18,404500,67416.67,488
12,18,2055000,293571.43,471
12,18,1310000,218333.33,472
12,18,2150000,430000,538
12,18,849500,212375,569
12,18,900000,450000,272
12,18,0,0,0
12,18,750000,750000,336
12,18,2000000,666666.67,552
12,18,1107150,276787.5,456
12,18,3550000,1183333.33,383
12,18,1940000,323333.33,227
12,18,1350000,675000,226
12,18,1456165,291233,215
12,18,1300000,433333.33,386
12,18,1460000,730000,197
12,18,6308220,3154110,196
12,18,1150000,287500,251
12,18,480000,240000,215
12,18,750000,250000,304
12,18,950000,950000,588
12,18,1200000,1200000,1136
12,18,500000,500000,401
12,18,1200000,1200000,441
12,18,500000,500000,1074
12,18,800000,800000,570
12,18,940000,470000,403
12,18,2100000,700000,539
12,18,600000,300000,1159
12,18,650000,650000,1105
12,18,600000,300000,524
12,18,2000000,1000000,343
12,18,384305,384305,470
12,18,3000000,3000000,412
12,18,319000,319000,200
12,18,113000,56500,476
12,18,379295,379295,203
12,18,1080000,270000,263
12,18,549000,91500,414
12,18,5800000,1933333.33,385
12,18,1000000,1000000,329
12,18,379295,379295,385
12,18,936000,156000,612
12,18,1690000,338000,508
12,18,2439000,221727.27,545
12,18,978000,244500,516
12,18,600000,600000,508
12,18,680000,226666.67,381
12,18,600000,600000,379
12,18,2600000,650000,411
12,18,2000000,1000000,414
12,18,1500000,1500000,520
12,18,1279000,426333.33,242
12,18,1744000,872000,395
12,18,2300000,1150000,278
12,18,2650000,530000,430
12,18,1179295,294823.75,275
12,18,768000,384000,355
12,18,1600000,533333.33,425
12,18,1850000,616666.67,638
12,18,1489750,496583.33,878
12,18,1350000,270000,1020
12,18,1425000,1425000,775
12,18,2937085,489514.17,322
12,18,0,0,0
12,18,1700000,566666.67,370
12,18,1800000,300000,385
12,18,1210000,1210000,373
12,18,3267084,816771,254
12,18,1671252,557084,248
12,18,1452450,290490,519
12,18,1850000,1850000,424
12,18,1300000,216666.67,406
12,18,850000,283333.33,332
12,18,1400000,350000,358
12,18,2660000,532000,523
12,18,300000,300000,410
12,18,1560000,780000,311
12,18,1753928,292321.33,452
12,18,869000,217250,444
12,18,2250000,562500,627
12,18,1461066,292213.2,436
12,18,3000000,750000,349
12,18,800000,800000,203
12,18,710000,710000,177
12,18,2000000,500000,450
12,18,486506,162168.67,270
12,18,600000,300000,511
12,18,608000,304000,380
12,18,1042250,260562.5,387
12,18,1240000,620000,199
12,18,1850000,462500,340
12,18,2650000,662500,261
12,18,750000,375000,229
12,18,0,0,0
12,18,1690000,422500,340
12,18,1150000,383333.33,246
12,18,1750000,437500,300
12,18,1097475,274368.75,367
12,18,1082000,360666.67,318
12,18,918475,183695,463
12,18,1960000,280000,283
12,18,2370000,1185000,175
12,18,1629500,543166.67,367
12,18,1850000,616666.67,218
12,18,840000,420000,243
12,18,2123282,353880.33,365
12,18,1815000,453750,228
12,18,600000,600000,283
12,18,550000,275000,428
12,18,1575000,1575000,226
12,18,855000,427500,511
12,18,2300000,575000,257
12,18,1485000,297000,336
12,18,900000,450000,501
12,18,2012000,402400,410
12,18,3798000,759600,233
12,18,390000,390000,190
12,18,1074000,214800,381
12,18,1048000,524000,248
12,18,745000,745000,165
12,18,524000,524000,333
12,18,1047000,261750,304
12,18,70000,23333.33,363
12,18,839000,279666.67,388
12,18,466000,233000,202
12,18,2368400,592100,232
12,18,300000,150000,413
12,18,275000,137500,394
12,18,1500000,1500000,187
12,18,800000,400000,542
12,18,1478000,492666.67,459
12,18,1469000,293800,454
12,18,1380000,460000,307
12,18,2250000,562500,262
12,18,500000,500000,209
12,18,1200000,240000,359
12,18,800000,200000,367
12,18,732000,366000,271
12,18,890000,445000,243
12,18,366000,183000,195
12,18,2400000,800000,548
12,18,900000,225000,418
12,18,1052000,526000,335
12,18,2912000,582400,410
12,18,2300000,460000,448
12,18,2800000,466666.67,480
12,18,1500000,375000,479
12,18,1800000,600000,293
12,18,350000,350000,216
12,18,400000,400000,339
12,18,800000,800000,372
12,18,1500000,1500000,372
12,18,578134,144533.5,384
12,18,1258000,179714.29,665
12,18,623134,155783.5,731
12,18,210000,70000,453
12,18,773306,257768.67,412
12,18,1630000,543333.33,330
12,18,2330000,388333.33,339
12,18,735723,367861.5,363
12,18,1044723,208944.6,265
12,18,1935974,241996.75,323
12,18,900000,300000,373
12,18,1250000,625000,344
12,18,2290000,327142.86,381
12,18,1700000,340000,411
12,18,600000,150000,572
12,18,600000,600000,438
12,18,800000,200000,505
12,18,2824000,470666.67,362
12,18,1300000,433333.33,255
12,18,1515000,303000,360
12,18,365000,365000,424
12,18,2189000,273625,353
12,18,2000000,1000000,249
12,18,939844,313281.33,376
12,18,1139306,379768.67,273
12,18,650000,650000,402
12,18,1153000,384333.33,321
12,18,919000,459500,314
12,18,418000,139333.33,310
12,18,900000,180000,425
12,18,1204724,240944.8,476
12,18,1300000,433333.33,637
12,18,1700000,425000,334
12,18,2200000,1100000,266
12,18,2378000,792666.67,352
12,18,800000,400000,265
12,18,600000,300000,266
12,18,775000,258333.33,396
12,18,731000,243666.67,440
12,18,1390000,347500,790
12,18,1100000,275000,527
12,18,1341000,335250,583
12,18,700000,350000,714
12,18,2850000,712500,625
12,18,440000,110000,681
12,18,1810000,362000,544
12,18,400000,200000,413
8,22,1450000,483333.33,2009
8,22,0,0,0
8,22,0,0,0
8,22,2300000,460000,1222
8,22,400000,133333.33,919
8,22,0,0,0
8,22,0,0,0
8,22,1668000,417000,1327
8,22,0,0,0
8,22,700000,350000,2301
8,22,0,0,0
8,22,1000000,1000000,2306
8,22,0,0,0
8,22,2000000,2000000,1014
8,22,0,0,0
8,22,0,0,0
8,22,384000,384000,808
8,22,400000,400000,1075
8,22,0,0,0
8,22,2000000,666666.67,628
8,22,1000000,1000000,1131
8,22,600000,600000,641
8,22,1500000,1500000,476
8,22,0,0,0
8,22,438000,146000,288
8,22,0,0,0
8,22,2700000,900000,1359
8,22,0,0,0
8,22,0,0,0
8,22,555000,555000,320
8,22,1090000,218000,1703
8,22,0,0,0
8,22,0,0,0
8,22,561000,561000,402
8,22,1500000,375000,730
8,22,2200500,550125,1052
8,22,0,0,0
8,22,0,0,0
8,22,500000,166666.67,888
8,22,359000,359000,140
8,22,400000,200000,408
8,22,0,0,0
8,22,0,0,0
8,22,738000,369000,350
8,22,0,0,0
8,22,0,0,0
8,22,0,0,0
8,22,0,0,0
8,22,0,0,0
8,22,2050000,683333.33,1006
8,22,1300000,1300000,327
8,22,0,0,0
8,22,0,0,0
8,22,0,0,0
8,22,600000,200000,1036
8,22,0,0,0
8,22,0,0,0
8,22,0,0,0
8,22,652000,652000,469
8,22,300000,100000,358
8,22,600000,600000,1056
8,22,0,0,0
8,22,364000,364000,680
8,22,0,0,0
8,22,0,0,0
8,22,700000,700000,1056
8,22,600000,300000,508
8,22,2200000,550000,732
8,22,0,0,0
8,22,0,0,0
8,22,0,0,0
8,22,0,0,0
8,22,0,0,0
8,22,1000000,250000,479
8,22,0,0,0
8,22,0,0,0
8,22,0,0,0
8,22,0,0,0
8,22,2480000,620000,1949
8,22,0,0,0
8,22,0,0,0
8,22,1950000,487500,1198
8,22,0,0,0
8,22,950000,950000,715
8,22,0,0,0
8,22,0,0,0
8,22,290000,290000,140
8,22,570000,142500,534
8,22,0,0,0
8,22,2300000,575000,1594
8,22,0,0,0
8,22,0,0,0
8,22,0,0,0
8,22,0,0,0
8,22,0,0,0
8,22,0,0,0
8,22,0,0,0
8,22,0,0,0
8,22,500000,500000,453
8,22,500000,250000,1325
8,22,0,0,0
8,22,0,0,0
8,22,700000,700000,839
8,22,250000,250000,394
8,22,0,0,0
8,22,950000,950000,743
8,22,0,0,0
8,22,80000,80000,698
8,22,944000,472000,1571
8,22,0,0,0
8,22,0,0,0
8,22,0,0,0
8,22,0,0,0
8,22,0,0,0
8,22,0,0,0
8,22,0,0,0
8,22,1700000,566666.67,892
8,22,0,0,0
8,22,0,0,0
8,22,0,0,0
8,22,728000,242666.67,816
8,22,1000000,333333.33,634
8,22,0,0,0
8,22,0,0,0
8,22,0,0,0
8,22,0,0,0
8,22,0,0,0
8,22,0,0,0
8,22,0,0,0
8,22,748000,374000,1157
8,22,2500000,625000,872
8,22,1800000,360000,729
8,22,2000000,500000,1062
8,22,400000,66666.67,819
8,22,584000,194666.67,1151
8,22,0,0,0
8,22,1764000,441000,1056
8,22,364000,364000,374
8,22,0,0,0
8,22,0,0,0
8,22,0,0,339
8,22,0,0,0
8,22,0,0,0
8,22,0,0,0
8,22,500000,500000,450
8,22,1275000,425000,794
8,22,0,0,0
8,22,0,0,0
8,22,1481000,493666.67,861
8,22,0,0,0
8,22,400000,400000,450
8,22,768000,384000,734
8,22,1584000,316800,1099
8,22,0,0,0
8,22,260000,86666.67,143
8,22,350000,116666.67,706
8,22,0,0,0
